Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,age,LoanAmountScale,TotalIncome,MonthlyPayment,DebtToIncomeRatio,TotalIncomeCut
Male,Yes,2,Graduate,No,4566,0.0,360.0,1.0,Urban,N,18.0,100000.0,4566.0,277.77777777777777,0.06083613179539592,1st part
Male,No,1,Graduate,No,3667,0.0,180.0,1.0,Urban,Y,57.0,113000.0,3667.0,627.7777777777778,0.1711965578886768,1st part
Male,No,0,Not Graduate,No,2346,1600.0,360.0,1.0,Semiurban,Y,35.0,132000.0,3946.0,366.6666666666667,0.09292110153742186,1st part
Male,Yes,0,Not Graduate,No,3010,3136.0,360.0,0.0,Urban,N,25.0,128000.0,6146.0,355.55555555555554,0.0578515384893517,2nd part
Male,Yes,0,Graduate,No,2333,2417.0,360.0,1.0,Urban,Y,35.0,136000.0,4750.0,377.77777777777777,0.07953216374269005,1st part
Male,Yes,0,Graduate,No,5488,0.0,360.0,1.0,Rural,Y,51.0,125000.0,5488.0,347.22222222222223,0.0632693553611921,2nd part
Male,No,3+,Graduate,No,9167,0.0,360.0,1.0,Rural,Y,33.0,185000.0,9167.0,513.8888888888889,0.05605856756723998,3rd part
Male,Yes,3+,Graduate,No,9504,0.0,360.0,1.0,Rural,Y,39.0,275000.0,9504.0,763.8888888888889,0.08037551440329219,3rd part
Male,Yes,0,Graduate,No,2583,2115.0,360.0,1.0,Urban,Y,38.0,120000.0,4698.0,333.3333333333333,0.07095217823187172,1st part
Male,Yes,2,Not Graduate,No,1993,1625.0,180.0,1.0,Semiurban,Y,35.0,113000.0,3618.0,627.7777777777778,0.1735151403476445,1st part
Male,Yes,2,Graduate,No,3100,1400.0,360.0,1.0,Urban,Y,33.0,113000.0,4500.0,313.8888888888889,0.06975308641975309,1st part
Male,Yes,2,Graduate,No,3276,484.0,360.0,1.0,Semiurban,Y,39.0,135000.0,3760.0,375.0,0.09973404255319149,1st part
Female,No,0,Graduate,No,3180,0.0,360.0,0.0,Urban,N,28.0,71000.0,3180.0,197.22222222222223,0.06201956673654787,1st part
Male,Yes,0,Graduate,No,3033,1459.0,360.0,1.0,Urban,Y,50.0,95000.0,4492.0,263.8888888888889,0.05874641337686752,1st part
Male,No,0,Not Graduate,No,3902,1666.0,360.0,1.0,Rural,Y,38.0,109000.0,5568.0,302.77777777777777,0.05437819284802043,2nd part
Female,No,0,Graduate,No,1500,1800.0,360.0,0.0,Semiurban,N,28.0,103000.0,3300.0,286.1111111111111,0.0867003367003367,1st part
Male,Yes,2,Not Graduate,No,2889,0.0,180.0,0.0,Urban,N,24.0,45000.0,2889.0,250.0,0.08653513326410522,1st part
Male,No,0,Not Graduate,No,2755,0.0,300.0,1.0,Rural,N,21.0,65000.0,2755.0,216.66666666666666,0.07864488808227466,1st part
Female,No,0,Not Graduate,No,1963,0.0,360.0,1.0,Semiurban,Y,41.0,53000.0,1963.0,147.22222222222223,0.07499858493235977,1st part
Female,No,0,Graduate,Yes,7441,0.0,360.0,1.0,Rural,N,22.0,194000.0,7441.0,538.8888888888889,0.07242156818826621,2nd part
Female,No,0,Graduate,No,4547,0.0,360.0,1.0,Semiurban,Y,40.0,115000.0,4547.0,319.44444444444446,0.07025389145468319,1st part
Male,Yes,0,Not Graduate,No,2167,2400.0,360.0,1.0,Urban,Y,41.0,115000.0,4567.0,319.44444444444446,0.06994623263508747,1st part
Female,No,0,Not Graduate,No,2213,0.0,360.0,1.0,Rural,Y,36.0,66000.0,2213.0,183.33333333333334,0.08284380177737612,1st part
Male,Yes,1,Graduate,No,8300,0.0,300.0,0.0,Semiurban,N,19.0,152000.0,8300.0,506.6666666666667,0.06104417670682731,2nd part
Female,No,1,Not Graduate,Yes,3867,0.0,360.0,1.0,Semiurban,N,25.0,62000.0,3867.0,172.22222222222223,0.044536390541045315,1st part
Male,Yes,0,Graduate,No,6256,0.0,360.0,1.0,Urban,Y,55.0,160000.0,6256.0,444.44444444444446,0.07104290991759023,2nd part
Male,Yes,0,Not Graduate,No,6096,0.0,360.0,0.0,Rural,N,20.0,218000.0,6096.0,605.5555555555555,0.09933654126567512,2nd part
Male,Yes,0,Not Graduate,No,2253,2033.0,360.0,1.0,Rural,Y,40.0,110000.0,4286.0,305.55555555555554,0.07129154352672784,1st part
Female,Yes,0,Not Graduate,No,2149,3237.0,360.0,0.0,Semiurban,N,28.0,178000.0,5386.0,494.44444444444446,0.09180179065065809,2nd part
Female,No,0,Graduate,No,2995,0.0,360.0,1.0,Urban,Y,53.0,60000.0,2995.0,166.66666666666666,0.05564830272676683,1st part
Female,No,1,Graduate,No,2600,0.0,360.0,1.0,Urban,N,28.0,160000.0,2600.0,444.44444444444446,0.17094017094017094,1st part
Male,Yes,0,Graduate,No,1025,2773.0,360.0,1.0,Rural,Y,57.0,112000.0,3798.0,311.1111111111111,0.08191445790181967,1st part
Male,Yes,0,Graduate,No,3246,1417.0,360.0,1.0,Semiurban,Y,50.0,138000.0,4663.0,383.3333333333333,0.08220744870970048,1st part
Male,Yes,0,Graduate,No,5829,0.0,360.0,1.0,Rural,Y,36.0,138000.0,5829.0,383.3333333333333,0.06576313833133185,2nd part
Female,No,0,Not Graduate,No,2720,0.0,360.0,0.0,Urban,N,26.0,80000.0,2720.0,222.22222222222223,0.08169934640522876,1st part
Male,Yes,0,Graduate,No,1820,1719.0,360.0,1.0,Urban,Y,44.0,100000.0,3539.0,277.77777777777777,0.07849047125678943,1st part
Male,Yes,1,Graduate,No,7250,1667.0,360.0,0.0,Urban,N,27.0,110000.0,8917.0,305.55555555555554,0.03426663177700522,2nd part
Male,Yes,0,Graduate,No,14880,0.0,360.0,1.0,Semiurban,Y,35.0,96000.0,14880.0,266.6666666666667,0.01792114695340502,4th part
Male,Yes,0,Graduate,No,2666,4300.0,360.0,1.0,Rural,Y,51.0,121000.0,6966.0,336.1111111111111,0.048250231282100355,2nd part
Female,No,1,Not Graduate,No,4606,0.0,360.0,1.0,Rural,N,28.0,81000.0,4606.0,225.0,0.048849326964828486,1st part
Male,Yes,2,Graduate,No,5935,0.0,360.0,1.0,Semiurban,Y,49.0,133000.0,5935.0,369.44444444444446,0.0622484320883647,2nd part
Male,Yes,0,Graduate,No,2920,16.12000084,360.0,1.0,Rural,Y,39.0,87000.0,2936.12000084,241.66666666666666,0.0823081708504856,1st part
Male,No,0,Not Graduate,No,2717,0.0,180.0,1.0,Urban,Y,44.0,60000.0,2717.0,333.3333333333333,0.12268433321064899,1st part
Female,No,1,Graduate,Yes,8624,0.0,360.0,1.0,Semiurban,Y,26.0,150000.0,8624.0,416.6666666666667,0.0483147804576376,2nd part
Male,No,0,Graduate,No,6500,0.0,360.0,0.0,Rural,N,22.0,105000.0,6500.0,291.6666666666667,0.04487179487179487,2nd part
Male,Yes,0,Graduate,No,2425,2340.0,360.0,1.0,Semiurban,Y,25.0,143000.0,4765.0,397.22222222222223,0.08336248105398159,1st part
Male,No,0,Graduate,No,3750,0.0,360.0,1.0,Urban,Y,25.0,100000.0,3750.0,277.77777777777777,0.07407407407407407,1st part
Female,Yes,0,Graduate,No,10047,0.0,240.0,1.0,Semiurban,Y,25.0,128000.0,10047.0,533.3333333333334,0.053083839288676556,3rd part
Male,No,0,Graduate,No,1926,1851.0,360.0,1.0,Semiurban,Y,23.0,50000.0,3777.0,138.88888888888889,0.03677227664519166,1st part
Male,Yes,0,Graduate,No,2213,1125.0,360.0,1.0,Urban,Y,18.0,128000.0,3338.0,355.55555555555554,0.10651754210771586,1st part
Male,No,0,Graduate,Yes,10416,0.0,360.0,0.0,Urban,N,22.0,187000.0,10416.0,519.4444444444445,0.04986985833760028,3rd part
Female,Yes,0,Not Graduate,Yes,7142,0.0,360.0,1.0,Rural,Y,18.0,138000.0,7142.0,383.3333333333333,0.053673107439559414,2nd part
Male,No,0,Graduate,No,3660,5064.0,360.0,1.0,Semiurban,Y,26.0,187000.0,8724.0,519.4444444444445,0.05954200417749249,2nd part
Male,Yes,0,Graduate,No,7901,1833.0,360.0,1.0,Rural,Y,19.0,180000.0,9734.0,500.0,0.051366344770906104,3rd part
Male,No,3+,Not Graduate,No,4707,1993.0,360.0,1.0,Semiurban,Y,18.0,148000.0,6700.0,411.1111111111111,0.06135986733001658,2nd part
Male,Yes,0,Graduate,No,7333,8333.0,300.0,1.0,Rural,Y,28.0,175000.0,15666.0,583.3333333333334,0.03723562704795949,4th part
Male,Yes,1,Graduate,Yes,3466,1210.0,360.0,1.0,Rural,Y,23.0,130000.0,4676.0,361.1111111111111,0.077226499382188,1st part
Male,Yes,2,Not Graduate,No,4652,0.0,360.0,1.0,Rural,Y,22.0,110000.0,4652.0,305.55555555555554,0.06568262157256138,1st part
Male,Yes,0,Graduate,No,3539,1376.0,360.0,1.0,Rural,N,22.0,55000.0,4915.0,152.77777777777777,0.031083983271165367,1st part
Male,Yes,2,Graduate,No,3340,1710.0,360.0,0.0,Rural,N,25.0,150000.0,5050.0,416.6666666666667,0.08250825082508251,1st part
Male,No,1,Not Graduate,Yes,2769,1542.0,360.0,1.0,Semiurban,N,25.0,190000.0,4311.0,527.7777777777778,0.12242583571741542,1st part
Male,Yes,2,Not Graduate,No,2309,1255.0,360.0,0.0,Rural,N,27.0,125000.0,3564.0,347.22222222222223,0.09742486594338447,1st part
Male,Yes,2,Not Graduate,No,1958,1456.0,300.0,1.0,Urban,Y,23.0,60000.0,3414.0,200.0,0.05858230814294083,1st part
Male,Yes,0,Graduate,No,3948,1733.0,360.0,0.0,Rural,N,27.0,149000.0,5681.0,413.8888888888889,0.0728549355551644,2nd part
Male,Yes,0,Graduate,No,2483,2466.0,180.0,0.0,Rural,Y,18.0,90000.0,4949.0,500.0,0.10103051121438675,1st part
Male,No,0,Graduate,Yes,7085,0.0,360.0,1.0,Semiurban,Y,25.0,84000.0,7085.0,233.33333333333334,0.03293342742884028,2nd part
Male,Yes,2,Graduate,No,3859,0.0,360.0,1.0,Semiurban,Y,19.0,96000.0,3859.0,266.6666666666667,0.0691025308801935,1st part
Male,Yes,0,Graduate,No,4301,0.0,360.0,1.0,Urban,Y,20.0,118000.0,4301.0,327.77777777777777,0.07620966700250588,1st part
Male,Yes,0,Graduate,No,3708,2569.0,360.0,1.0,Urban,N,22.0,173000.0,6277.0,480.55555555555554,0.07655815764785018,2nd part
Male,No,2,Graduate,No,4354,0.0,360.0,1.0,Rural,Y,28.0,136000.0,4354.0,377.77777777777777,0.08676568162098709,1st part
Male,Yes,0,Graduate,No,8334,0.0,360.0,1.0,Semiurban,N,19.0,160000.0,8334.0,444.44444444444446,0.0533290670079727,2nd part
Male,Yes,0,Graduate,Yes,2083,4083.0,360.0,1.0,Semiurban,Y,20.0,160000.0,6166.0,444.44444444444446,0.07207986448985476,2nd part
Male,Yes,3+,Graduate,No,7740,0.0,180.0,1.0,Urban,Y,25.0,128000.0,7740.0,711.1111111111111,0.0918748205569911,2nd part
Male,Yes,0,Graduate,No,3015,2188.0,360.0,1.0,Rural,Y,28.0,153000.0,5203.0,425.0,0.08168364405150874,1st part
Female,No,1,Not Graduate,No,5191,0.0,360.0,1.0,Semiurban,Y,25.0,132000.0,5191.0,366.6666666666667,0.07063507352469017,1st part
Male,No,0,Graduate,No,4166,0.0,360.0,0.0,Semiurban,N,23.0,98000.0,4166.0,272.22222222222223,0.06534378833946765,1st part
Male,No,0,Graduate,No,6000,0.0,360.0,1.0,Rural,Y,21.0,140000.0,6000.0,388.8888888888889,0.06481481481481483,2nd part
Male,Yes,3+,Not Graduate,No,2947,1664.0,180.0,0.0,Urban,N,23.0,70000.0,4611.0,388.8888888888889,0.08433938167184751,1st part
Male,Yes,0,Graduate,No,16692,0.0,360.0,1.0,Semiurban,Y,28.0,110000.0,16692.0,305.55555555555554,0.018305508959714566,4th part
Female,Yes,2,Not Graduate,No,210,2917.0,360.0,1.0,Semiurban,Y,24.0,98000.0,3127.0,272.22222222222223,0.08705539565789007,1st part
Male,Yes,0,Graduate,No,4333,2451.0,360.0,1.0,Urban,N,26.0,110000.0,6784.0,305.55555555555554,0.04504061844863731,2nd part
Male,Yes,1,Graduate,Yes,3450,2079.0,360.0,1.0,Semiurban,Y,19.0,162000.0,5529.0,450.0,0.08138903960933261,2nd part
Male,Yes,1,Not Graduate,No,2653,1500.0,180.0,0.0,Rural,N,27.0,113000.0,4153.0,627.7777777777778,0.15116247959975387,1st part
Male,Yes,3+,Graduate,No,4691,0.0,360.0,1.0,Semiurban,Y,26.0,100000.0,4691.0,277.77777777777777,0.059215045358724745,1st part
Female,No,0,Graduate,Yes,2500,0.0,360.0,1.0,Urban,Y,22.0,93000.0,2500.0,258.3333333333333,0.10333333333333333,1st part
Male,No,2,Graduate,No,5532,4648.0,360.0,1.0,Rural,Y,19.0,162000.0,10180.0,450.0,0.04420432220039293,3rd part
Male,Yes,2,Graduate,Yes,16525,1014.0,360.0,1.0,Rural,Y,24.0,150000.0,17539.0,416.6666666666667,0.02375658057281867,5th part
Male,Yes,2,Graduate,No,6700,1750.0,300.0,1.0,Semiurban,Y,23.0,230000.0,8450.0,766.6666666666666,0.09072978303747534,2nd part
Male,Yes,2,Graduate,No,2873,1872.0,360.0,0.0,Semiurban,N,23.0,132000.0,4745.0,366.6666666666667,0.07727432384966632,1st part
Male,Yes,1,Graduate,Yes,16667,2250.0,360.0,1.0,Semiurban,Y,27.0,86000.0,18917.0,238.88888888888889,0.012628264993862076,5th part
Male,Yes,2,Graduate,No,2947,1603.0,360.0,1.0,Urban,N,19.0,128000.0,4550.0,355.55555555555554,0.07814407814407814,1st part
Female,No,0,Not Graduate,No,4350,0.0,360.0,1.0,Rural,Y,28.0,154000.0,4350.0,427.77777777777777,0.0983397190293742,1st part
Male,Yes,3+,Not Graduate,No,3095,0.0,360.0,1.0,Rural,Y,18.0,113000.0,3095.0,313.8888888888889,0.10141805779931791,1st part
Male,Yes,0,Graduate,No,2083,3150.0,360.0,1.0,Semiurban,Y,21.0,128000.0,5233.0,355.55555555555554,0.06794487971633012,1st part
Male,Yes,0,Graduate,No,10833,0.0,360.0,1.0,Semiurban,Y,19.0,234000.0,10833.0,650.0,0.06000184621065264,3rd part
Male,Yes,2,Graduate,No,8333,0.0,360.0,1.0,Semiurban,Y,21.0,246000.0,8333.0,683.3333333333334,0.08200328013120525,2nd part
Male,Yes,1,Not Graduate,No,1958,2436.0,360.0,1.0,Rural,Y,25.0,131000.0,4394.0,363.8888888888889,0.08281494967885501,1st part
Male,No,2,Graduate,No,3547,0.0,360.0,0.0,Rural,N,18.0,80000.0,3547.0,222.22222222222223,0.06265075337530934,1st part
Male,Yes,2,Graduate,Yes,4583,2083.0,360.0,1.0,Semiurban,Y,25.0,160000.0,6666.0,444.44444444444446,0.06667333400006667,2nd part
Male,No,0,Graduate,No,2435,0.0,360.0,1.0,Urban,N,18.0,75000.0,2435.0,208.33333333333334,0.08555783709787818,1st part
Male,No,0,Not Graduate,No,2699,2785.0,360.0,1.0,Semiurban,Y,25.0,96000.0,5484.0,266.6666666666667,0.04862630683199611,2nd part
Male,Yes,1,Not Graduate,No,5333,1131.0,360.0,1.0,Urban,Y,23.0,186000.0,6464.0,516.6666666666666,0.07992986798679867,2nd part
Male,No,0,Not Graduate,No,3691,0.0,360.0,1.0,Rural,Y,21.0,110000.0,3691.0,305.55555555555554,0.08278394894488093,1st part
Female,No,0,Not Graduate,Yes,17263,0.0,360.0,1.0,Semiurban,Y,24.0,225000.0,17263.0,625.0,0.03620459943231188,5th part
Male,Yes,0,Graduate,No,3597,2157.0,360.0,0.0,Rural,N,27.0,119000.0,5754.0,330.55555555555554,0.05744795890781292,2nd part
Female,Yes,1,Graduate,No,3326,913.0,84.0,1.0,Semiurban,Y,21.0,105000.0,4239.0,1250.0,0.2948808681292758,1st part
Male,Yes,0,Not Graduate,No,2600,1700.0,360.0,1.0,Rural,Y,23.0,107000.0,4300.0,297.22222222222223,0.06912144702842378,1st part
Male,Yes,0,Graduate,No,4625,2857.0,12.0,1.0,Urban,Y,19.0,111000.0,7482.0,9250.0,1.2363004544239509,2nd part
Male,Yes,1,Graduate,Yes,2895,0.0,360.0,1.0,Semiurban,Y,23.0,95000.0,2895.0,263.8888888888889,0.09115332949529842,1st part
Male,No,0,Graduate,No,6283,4416.0,360.0,0.0,Rural,N,22.0,209000.0,10699.0,580.5555555555555,0.0542625998276059,3rd part
Female,No,0,Graduate,No,645,3683.0,480.0,1.0,Rural,Y,27.0,113000.0,4328.0,235.41666666666666,0.05439386937769562,1st part
Female,No,0,Graduate,No,3159,0.0,360.0,1.0,Semiurban,Y,19.0,100000.0,3159.0,277.77777777777777,0.08793218669761879,1st part
Male,Yes,2,Graduate,No,4865,5624.0,360.0,1.0,Semiurban,Y,21.0,208000.0,10489.0,577.7777777777778,0.05508416224404403,3rd part
Male,Yes,1,Not Graduate,No,4050,5302.0,360.0,1.0,Rural,N,24.0,138000.0,9352.0,383.3333333333333,0.0409894496720844,3rd part
Male,Yes,0,Not Graduate,No,3814,1483.0,300.0,1.0,Semiurban,Y,27.0,124000.0,5297.0,413.3333333333333,0.078031590208294,2nd part
Male,Yes,2,Graduate,No,3510,4416.0,360.0,1.0,Rural,Y,19.0,243000.0,7926.0,675.0,0.08516275548826646,2nd part
Male,No,0,Graduate,No,3583,0.0,360.0,1.0,Urban,N,28.0,96000.0,3583.0,266.6666666666667,0.07442552795608895,1st part
Male,Yes,0,Graduate,Yes,2479,3013.0,360.0,1.0,Urban,Y,24.0,188000.0,5492.0,522.2222222222222,0.09508780448328881,2nd part
Female,No,1,Graduate,No,13262,0.0,360.0,1.0,Urban,Y,28.0,40000.0,13262.0,111.11111111111111,0.008378156470450242,4th part
Male,No,0,Not Graduate,No,3598,1287.0,360.0,1.0,Rural,N,22.0,100000.0,4885.0,277.77777777777777,0.05686341407938132,1st part
Male,Yes,1,Graduate,No,6065,2004.0,360.0,1.0,Semiurban,Y,19.0,250000.0,8069.0,694.4444444444445,0.08606325993858525,2nd part
Male,Yes,2,Graduate,No,3283,2035.0,360.0,1.0,Urban,Y,23.0,148000.0,5318.0,411.1111111111111,0.07730558689565835,2nd part
Male,Yes,0,Graduate,No,2130,6666.0,180.0,1.0,Semiurban,N,23.0,70000.0,8796.0,388.8888888888889,0.04421201556262948,2nd part
Male,No,0,Graduate,No,5815,3666.0,360.0,1.0,Rural,N,21.0,311000.0,9481.0,863.8888888888889,0.09111790833128246,3rd part
Male,Yes,3+,Graduate,No,3466,3428.0,360.0,1.0,Rural,Y,18.0,150000.0,6894.0,416.6666666666667,0.06043902910743642,2nd part
Female,Yes,2,Graduate,No,2031,1632.0,480.0,1.0,Semiurban,Y,25.0,113000.0,3663.0,235.41666666666666,0.06426881426881427,1st part
Male,Yes,0,Not Graduate,No,3074,1800.0,360.0,0.0,Semiurban,N,22.0,123000.0,4874.0,341.6666666666667,0.07009984954178636,1st part
Male,No,0,Graduate,No,4683,1915.0,360.0,1.0,Semiurban,N,24.0,185000.0,6598.0,513.8888888888889,0.07788555454514837,2nd part
Female,No,0,Not Graduate,No,3400,0.0,360.0,1.0,Rural,N,20.0,95000.0,3400.0,263.8888888888889,0.07761437908496732,1st part
Male,Yes,2,Not Graduate,No,2192,1742.0,360.0,1.0,Semiurban,Y,18.0,45000.0,3934.0,125.0,0.03177427554651754,1st part
Male,No,0,Graduate,No,2500,0.0,360.0,1.0,Semiurban,Y,28.0,55000.0,2500.0,152.77777777777777,0.06111111111111111,1st part
Male,Yes,3+,Graduate,Yes,5677,1424.0,360.0,1.0,Rural,Y,21.0,100000.0,7101.0,277.77777777777777,0.03911812107840836,2nd part
Male,No,0,Graduate,No,4680,2087.0,360.0,1.0,Semiurban,N,23.0,128000.0,6767.0,355.55555555555554,0.05254256768960478,2nd part
Male,Yes,0,Graduate,No,3775,0.0,360.0,1.0,Semiurban,Y,20.0,110000.0,3775.0,305.55555555555554,0.08094186902133922,1st part
Male,Yes,1,Not Graduate,No,5285,1430.0,360.0,0.0,Semiurban,Y,25.0,161000.0,6715.0,447.22222222222223,0.06660047985438901,2nd part
Male,No,1,Not Graduate,No,2679,1302.0,360.0,1.0,Semiurban,Y,28.0,94000.0,3981.0,261.1111111111111,0.06558932708141449,1st part
Male,No,0,Not Graduate,No,6783,0.0,360.0,1.0,Semiurban,Y,23.0,130000.0,6783.0,361.1111111111111,0.05323766933674054,2nd part
Male,Yes,0,Graduate,No,1025,5500.0,360.0,1.0,Rural,Y,19.0,216000.0,6525.0,600.0,0.09195402298850575,2nd part
Male,Yes,3+,Graduate,No,4281,0.0,360.0,1.0,Urban,Y,18.0,100000.0,4281.0,277.77777777777777,0.06488618962340055,1st part
Male,No,2,Graduate,No,3588,0.0,360.0,0.0,Rural,N,20.0,110000.0,3588.0,305.55555555555554,0.08516041124736777,1st part
Male,No,1,Graduate,No,11250,0.0,360.0,1.0,Semiurban,N,22.0,196000.0,11250.0,544.4444444444445,0.04839506172839506,3rd part
Female,No,0,Not Graduate,Yes,18165,0.0,360.0,1.0,Urban,Y,18.0,125000.0,18165.0,347.22222222222223,0.01911490350796709,5th part
Male,No,0,Not Graduate,No,2550,2042.0,360.0,1.0,Rural,Y,20.0,126000.0,4592.0,350.0,0.07621951219512195,1st part
Male,Yes,0,Graduate,No,6133,3906.0,360.0,1.0,Urban,Y,24.0,324000.0,10039.0,900.0,0.08965036358203009,3rd part
Male,No,2,Graduate,No,3617,0.0,360.0,1.0,Semiurban,Y,23.0,107000.0,3617.0,297.22222222222223,0.08217368598900256,1st part
Male,Yes,0,Not Graduate,No,2917,536.0,360.0,1.0,Rural,N,21.0,66000.0,3453.0,183.33333333333334,0.05309392798532677,1st part
Male,Yes,3+,Graduate,No,6417,0.0,180.0,1.0,Rural,Y,27.0,157000.0,6417.0,872.2222222222222,0.1359236749606081,2nd part
Female,Yes,1,Graduate,No,4608,2845.0,180.0,1.0,Semiurban,Y,19.0,140000.0,7453.0,777.7777777777778,0.10435767848890082,2nd part
Female,No,0,Graduate,No,2138,0.0,360.0,0.0,Semiurban,N,20.0,99000.0,2138.0,275.0,0.12862488306828812,1st part
Female,No,1,Graduate,No,3652,0.0,360.0,1.0,Semiurban,Y,23.0,95000.0,3652.0,263.8888888888889,0.07225873189728613,1st part
Male,Yes,1,Not Graduate,No,2239,2524.0,360.0,1.0,Urban,Y,21.0,128000.0,4763.0,355.55555555555554,0.07464949728229174,1st part
Female,Yes,0,Not Graduate,No,3017,663.0,360.0,1.0,Semiurban,Y,28.0,102000.0,3680.0,283.3333333333333,0.0769927536231884,1st part
Male,Yes,0,Graduate,No,2768,1950.0,360.0,1.0,Rural,Y,24.0,155000.0,4718.0,430.55555555555554,0.0912580660355141,1st part
Male,No,0,Not Graduate,No,3358,0.0,36.0,1.0,Semiurban,N,28.0,80000.0,3358.0,2222.222222222222,0.661769571835087,1st part
Male,No,0,Graduate,No,2526,1783.0,360.0,1.0,Rural,Y,22.0,145000.0,4309.0,402.77777777777777,0.09347360821020603,1st part
Female,No,0,Graduate,No,5000,0.0,360.0,0.0,Semiurban,N,22.0,103000.0,5000.0,286.1111111111111,0.057222222222222216,1st part
Male,Yes,0,Graduate,No,2785,2016.0,360.0,1.0,Rural,Y,28.0,110000.0,4801.0,305.55555555555554,0.06364414820986368,1st part
Male,Yes,2,Graduate,Yes,6633,0.0,360.0,0.0,Rural,N,26.0,128000.0,6633.0,355.55555555555554,0.05360403370353619,2nd part
Male,Yes,1,Not Graduate,No,2492,2375.0,360.0,1.0,Rural,Y,25.0,128000.0,4867.0,355.55555555555554,0.0730543570075109,1st part
Male,Yes,1,Graduate,No,3333,3250.0,360.0,1.0,Urban,Y,19.0,158000.0,6583.0,438.8888888888889,0.06667004236501427,2nd part
Male,Yes,0,Not Graduate,No,2454,2333.0,360.0,0.0,Urban,N,18.0,181000.0,4787.0,502.77777777777777,0.10502982614952533,1st part
Male,Yes,0,Graduate,No,3593,4266.0,180.0,0.0,Rural,N,24.0,132000.0,7859.0,733.3333333333334,0.09331127794036562,2nd part
Male,Yes,1,Graduate,No,5468,1032.0,360.0,1.0,Semiurban,Y,24.0,26000.0,6500.0,72.22222222222223,0.011111111111111112,2nd part
Female,No,0,Graduate,No,2667,1625.0,360.0,1.0,Urban,Y,18.0,84000.0,4292.0,233.33333333333334,0.05436470953712333,1st part
Male,Yes,3+,Graduate,Yes,10139,0.0,360.0,1.0,Semiurban,Y,21.0,260000.0,10139.0,722.2222222222222,0.07123209608661822,3rd part
Male,Yes,0,Graduate,No,3887,2669.0,360.0,1.0,Semiurban,Y,19.0,162000.0,6556.0,450.0,0.06863941427699817,2nd part
Female,Yes,0,Graduate,No,4180,2306.0,360.0,1.0,Semiurban,Y,21.0,182000.0,6486.0,505.55555555555554,0.07794566073937026,2nd part
Male,Yes,2,Not Graduate,No,3675,242.0,360.0,1.0,Semiurban,Y,18.0,108000.0,3917.0,300.0,0.07658922644881287,1st part
Male,Yes,0,Graduate,No,5923,2054.0,360.0,1.0,Rural,Y,23.0,211000.0,7977.0,586.1111111111111,0.07347512988731492,2nd part
Male,No,0,Not Graduate,Yes,5800,0.0,360.0,1.0,Semiurban,Y,19.0,132000.0,5800.0,366.6666666666667,0.06321839080459771,2nd part
Male,Yes,2,Graduate,No,8799,0.0,360.0,0.0,Urban,N,26.0,258000.0,8799.0,716.6666666666666,0.08144864946774254,2nd part
Male,Yes,0,Not Graduate,No,4467,0.0,360.0,1.0,Rural,Y,22.0,120000.0,4467.0,333.3333333333333,0.07462129691814043,1st part
Male,No,0,Graduate,No,3333,0.0,360.0,1.0,Urban,Y,21.0,70000.0,3333.0,194.44444444444446,0.058339167250058346,1st part
Male,Yes,3+,Graduate,No,3400,2500.0,360.0,0.0,Rural,N,28.0,123000.0,5900.0,341.6666666666667,0.05790960451977401,2nd part
Female,No,0,Graduate,No,2378,0.0,360.0,1.0,Urban,N,26.0,9000.0,2378.0,25.0,0.010513036164844407,1st part
Male,Yes,0,Graduate,No,3166,2064.0,360.0,0.0,Urban,N,23.0,104000.0,5230.0,288.8888888888889,0.05523688124070534,1st part
Male,Yes,1,Graduate,No,3417,1750.0,360.0,1.0,Urban,Y,20.0,186000.0,5167.0,516.6666666666666,0.09999354880330301,1st part
Male,Yes,0,Graduate,No,5116,1451.0,360.0,0.0,Urban,N,24.0,165000.0,6567.0,458.3333333333333,0.06979341150195421,2nd part
Male,Yes,2,Graduate,No,16666,0.0,360.0,1.0,Urban,Y,20.0,275000.0,16666.0,763.8888888888889,0.04583516674000294,4th part
Male,Yes,2,Not Graduate,No,6125,1625.0,480.0,1.0,Semiurban,N,23.0,187000.0,7750.0,389.5833333333333,0.05026881720430107,2nd part
Male,Yes,3+,Graduate,No,6406,0.0,360.0,1.0,Semiurban,N,24.0,150000.0,6406.0,416.6666666666667,0.06504318867728172,2nd part
Male,Yes,2,Graduate,No,3159,461.0,84.0,1.0,Urban,Y,18.0,108000.0,3620.0,1285.7142857142858,0.3551696921862668,1st part
Male,Yes,0,Graduate,No,3087,2210.0,360.0,0.0,Semiurban,N,18.0,136000.0,5297.0,377.77777777777777,0.07131919535166656,2nd part
Male,No,0,Graduate,No,3229,2739.0,360.0,1.0,Urban,Y,20.0,110000.0,5968.0,305.55555555555554,0.051198987190944296,2nd part
Male,Yes,1,Graduate,No,1782,2232.0,360.0,1.0,Rural,Y,28.0,107000.0,4014.0,297.22222222222223,0.07404639317942756,1st part
Male,No,0,Graduate,No,3182,2917.0,360.0,1.0,Urban,Y,18.0,161000.0,6099.0,447.22222222222223,0.07332713923958391,2nd part
Male,Yes,2,Graduate,No,6540,0.0,360.0,1.0,Semiurban,Y,20.0,205000.0,6540.0,569.4444444444445,0.08707101597009854,2nd part
